"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,3758.502,,
"CHL","Chile","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,3892.875,,
"CHL","Chile","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4023.785,,
"CHL","Chile","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4129.313,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1986","1986","PER","Persons","3","Thousands",,,3025.5,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1987","1987","PER","Persons","3","Thousands",,,3088.25,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1988","1988","PER","Persons","3","Thousands",,,3208.78,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1989","1989","PER","Persons","3","Thousands",,,3322.37,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1990","1990","PER","Persons","3","Thousands",,,3376.438,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1991","1991","PER","Persons","3","Thousands",,,3449.595,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1992","1992","PER","Persons","3","Thousands",,,3509.008,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,3652.758,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,3733.772,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,3756.552,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,3763.927,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,3791.6,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,3868.607,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,3951.853,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,3997.3,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,4063.655,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,4128.755,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,4215.055,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,4279.377,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,4354.243,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4366.833,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4426.078,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4527.643,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4552.97,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4807.825,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4924.433,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4978.881,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5029.28,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5094.624,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5179.766,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5237.049,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5348.149,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5460.709,,
"CHL","Chile","YGMA07L1_ST","Labour force males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5541.362,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1986","1986","PER","Persons","3","Thousands",,,3752.343,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1987","1987","PER","Persons","3","Thousands",,,3895.635,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1988","1988","PER","Persons","3","Thousands",,,4123.43,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1989","1989","PER","Persons","3","Thousands",,,4352.26,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1990","1990","PER","Persons","3","Thousands",,,4450.042,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1991","1991","PER","Persons","3","Thousands",,,4518.02,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1992","1992","PER","Persons","3","Thousands",,,4723.765,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1993","1993","PER","Persons","3","Thousands",,,4992.285,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1994","1994","PER","Persons","3","Thousands",,,5036.22,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1995","1995","PER","Persons","3","Thousands",,,5095.317,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1996","1996","PER","Persons","3","Thousands",,,5182.078,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1997","1997","PER","Persons","3","Thousands",,,5281.26,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1998","1998","PER","Persons","3","Thousands",,,5393.913,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","1999","1999","PER","Persons","3","Thousands",,,5315.453,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2000","2000","PER","Persons","3","Thousands",,,5414.067,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2001","2001","PER","Persons","3","Thousands",,,5468.072,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2002","2002","PER","Persons","3","Thousands",,,5570.502,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2003","2003","PER","Persons","3","Thousands",,,5788.518,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2004","2004","PER","Persons","3","Thousands",,,5946.433,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,6170.337,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,6271.854,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,6448.859,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,6641.426,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,6592.587,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,7334.893,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,7699.443,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,7872.66,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8038.791,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8153.744,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,8294.58,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,8394.271,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,8597.586,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,8784.946,,
"CHL","Chile","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,8972.235,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1986","1986","PER","Persons","3","Thousands",,,1056.598,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1987","1987","PER","Persons","3","Thousands",,,1100.085,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1988","1988","PER","Persons","3","Thousands",,,1175.922,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1989","1989","PER","Persons","3","Thousands",,,1255.395,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1990","1990","PER","Persons","3","Thousands",,,1308.2,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1991","1991","PER","Persons","3","Thousands",,,1318.07,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1992","1992","PER","Persons","3","Thousands",,,1412.797,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1993","1993","PER","Persons","3","Thousands",,,1536.772,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1994","1994","PER","Persons","3","Thousands",,,1551.708,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1995","1995","PER","Persons","3","Thousands",,,1574.843,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1996","1996","PER","Persons","3","Thousands",,,1628.755,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1997","1997","PER","Persons","3","Thousands",,,1693.26,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1750.507,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1750.333,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2000","2000","PER","Persons","3","Thousands",,,1789.855,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2001","2001","PER","Persons","3","Thousands",,,1800.042,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2002","2002","PER","Persons","3","Thousands",,,1839.517,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2003","2003","PER","Persons","3","Thousands",,,1958.435,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2004","2004","PER","Persons","3","Thousands",,,2067.54,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2185.265,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2204.577,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2301.41,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2420.905,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2453.461,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2875.931,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,3081.323,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3171.213,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,3281.172,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,3369.121,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,3417.065,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,3487,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,3599.232,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,3691.736,,
"CHL","Chile","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3800.688,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1986","1986","PC","Percentage","0","Units",,,28.15834,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1987","1987","PC","Percentage","0","Units",,,28.23891,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1988","1988","PC","Percentage","0","Units",,,28.51807,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1989","1989","PC","Percentage","0","Units",,,28.84467,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1990","1990","PC","Percentage","0","Units",,,29.39747,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1991","1991","PC","Percentage","0","Units",,,29.17362,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1992","1992","PC","Percentage","0","Units",,,29.90829,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1993","1993","PC","Percentage","0","Units",,,30.78295,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1994","1994","PC","Percentage","0","Units",,,30.81096,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1995","1995","PC","Percentage","0","Units",,,30.90764,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,31.43054,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,32.06167,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,32.45339,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,32.92913,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,33.05934,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,32.91914,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,33.02247,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,33.8331,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,34.76942,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,35.41565,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,35.15032,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,35.68708,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,36.45158,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,37.21546,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,39.20891,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,40.02007,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,40.28135,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,40.81673,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,41.31993,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,41.19636,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,41.54023,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,41.86328,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,42.02343,,
"CHL","Chile","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,42.36055,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1986","1986","PER","Persons","3","Thousands",,,2695.74,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1987","1987","PER","Persons","3","Thousands",,,2795.548,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1988","1988","PER","Persons","3","Thousands",,,2947.502,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1989","1989","PER","Persons","3","Thousands",,,3096.863,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1990","1990","PER","Persons","3","Thousands",,,3141.835,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1991","1991","PER","Persons","3","Thousands",,,3199.945,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1992","1992","PER","Persons","3","Thousands",,,3310.965,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,3455.508,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,3484.508,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,3520.47,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,3553.325,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,3588.005,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,3643.405,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,3565.12,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,3624.21,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,3668.032,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,3730.985,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,3830.08,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,3878.897,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3985.07,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4067.277,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4147.45,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4220.522,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4139.125,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4458.961,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4618.121,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4701.446,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4757.619,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4784.623,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4877.516,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4907.271,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4998.354,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5093.211,,
"CHL","Chile","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5171.547,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1986","1986","PC","Percentage","0","Units",,,71.84152,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1987","1987","PC","Percentage","0","Units",,,71.76102,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1988","1988","PC","Percentage","0","Units",,,71.48181,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1989","1989","PC","Percentage","0","Units",,,71.15527,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1990","1990","PC","Percentage","0","Units",,,70.60236,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1991","1991","PC","Percentage","0","Units",,,70.82627,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1992","1992","PC","Percentage","0","Units",,,70.09165,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1993","1993","PC","Percentage","0","Units",,,69.21695,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1994","1994","PC","Percentage","0","Units",,,69.18894,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1995","1995","PC","Percentage","0","Units",,,69.09226,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,68.5695,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,67.93843,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,67.54661,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,67.07086,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,66.94061,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,67.0809,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,66.97753,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,66.16685,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,65.23067,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,64.58431,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,64.84968,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,64.31291,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,63.54842,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,62.78454,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,60.79109,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,59.97993,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,59.71865,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,59.18327,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,58.68007,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,58.80364,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,58.45977,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,58.13672,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,57.97657,,
"CHL","Chile","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,57.63945,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1986","1986","PER","Persons","3","Thousands",,,745.1475,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1987","1987","PER","Persons","3","Thousands",,,789.225,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1988","1988","PER","Persons","3","Thousands",,,829.465,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1989","1989","PER","Persons","3","Thousands",,,832.9525,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1990","1990","PER","Persons","3","Thousands",,,843.66,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1991","1991","PER","Persons","3","Thousands",,,848.9725,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1992","1992","PER","Persons","3","Thousands",,,863.9375,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1993","1993","PER","Persons","3","Thousands",,,847.8775,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1994","1994","PER","Persons","3","Thousands",,,824.02,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1995","1995","PER","Persons","3","Thousands",,,805.6225,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1996","1996","PER","Persons","3","Thousands",,,789.335,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1997","1997","PER","Persons","3","Thousands",,,751.6925,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1998","1998","PER","Persons","3","Thousands",,,761.936,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","1999","1999","PER","Persons","3","Thousands",,,756.6794,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2000","2000","PER","Persons","3","Thousands",,,764.9136,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2001","2001","PER","Persons","3","Thousands",,,741.705,,
"CHL","Chile","YGTT09L1_ST","Employment in agriculture","A","Annual","2002","2002","PER","Persons","3","Thousands",,,754.7736,,
